Id,Date,DayOfWeek,TotalTimeInBed_Hours,TotalTimeAsleep_Hours,SleepEfficiency,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,TotalActiveMinutes,SedentaryMinutes,DayType
8378563200,2016-05-05,5,6.95,6.35,0.913669065,66,3,214,283,764,Weekday
8378563200,2016-05-03,3,7.15,6.75,0.944055944,71,20,195,286,822,Weekday
8792009665,2016-04-22,6,6.78,6.52,0.961651917,1,20,195,216,817,Weekday
8792009665,2016-04-23,7,6,5.65,0.941666667,8,45,232,285,795,Weekend
1644430081,2016-05-08,1,2.57,2.28,0.887159533,0,0,295,295,991,Weekend
1644430081,2016-04-29,6,2.12,1.98,0.933962264,0,0,120,120,1193,Weekday
1844505072,2016-04-30,7,16.02,12.03,0.75093633,0,0,184,184,218,Weekend
1844505072,2016-05-01,1,16.02,9.83,0.61360799,0,7,75,82,585,Weekend
1844505072,2016-04-15,6,16.02,10.73,0.669787765,0,0,176,176,527,Weekday
1927972279,2016-04-15,6,8.32,7.92,0.951923077,0,0,51,51,941,Weekday
1927972279,2016-04-13,4,7.03,6.63,0.943100996,0,0,32,32,986,Weekday
1927972279,2016-04-28,5,2.97,2.77,0.932659933,0,0,95,95,1167,Weekday
1927972279,2016-04-26,3,5.25,4.93,0.939047619,0,0,192,192,1058,Weekday
1927972279,2016-04-12,3,12.92,12.5,0.96749226,0,0,55,55,734,Weekday
2026352035,2016-05-07,7,8.68,8.52,0.98156682,0,0,229,229,665,Weekend
2026352035,2016-04-30,7,10.12,9.55,0.943675889,0,0,233,233,594,Weekend
2026352035,2016-04-15,6,9.55,8.72,0.913089005,0,0,188,188,687,Weekday
2026352035,2016-04-29,6,8.5,8.17,0.961176471,0,0,352,352,492,Weekday
2026352035,2016-05-04,4,9.33,8.97,0.961414791,0,0,345,345,530,Weekday
2026352035,2016-04-14,5,9.47,9.08,0.958817318,0,0,197,197,653,Weekday
2026352035,2016-04-20,4,8.5,7.68,0.903529412,0,0,327,327,623,Weekday
2026352035,2016-05-08,1,9.47,9.02,0.952481521,0,0,258,258,610,Weekend
2026352035,2016-04-17,1,8.3,7.28,0.877108434,0,0,60,60,1053,Weekend
2026352035,2016-04-19,3,9,8.3,0.922222222,0,0,141,141,785,Weekday
2026352035,2016-04-24,1,9.85,9.25,0.939086294,0,0,164,164,704,Weekend
2026352035,2016-04-21,5,8.57,7.95,0.927654609,0,0,153,153,749,Weekday
2026352035,2016-04-22,6,9.08,8.67,0.954845815,0,0,162,162,712,Weekday
2026352035,2016-04-16,7,9.45,8.73,0.923809524,0,0,150,150,728,Weekend
2026352035,2016-04-23,7,9.23,8.7,0.942578548,0,0,432,432,458,Weekend
2026352035,2016-05-11,4,9.22,8.72,0.945770065,0,0,330,330,569,Weekday
2026352035,2016-04-13,4,9.42,8.85,0.939490446,0,0,238,238,663,Weekday
2026352035,2016-04-28,5,9.08,8.55,0.941629956,0,0,331,331,626,Weekday
2026352035,2016-05-10,3,6.33,5.95,0.939968404,0,0,17,17,1002,Weekday
2026352035,2016-05-02,2,9.05,8.52,0.941436464,0,0,355,355,716,Weekday
2026352035,2016-05-01,1,9.1,8.78,0.964835165,0,0,191,191,716,Weekend
2026352035,2016-05-12,5,8.08,7.6,0.940594059,0,0,343,343,330,Weekday
2026352035,2016-05-09,2,9.27,8.85,0.954692557,0,0,401,401,543,Weekday
2026352035,2016-04-25,2,8.85,8.43,0.952542373,0,0,260,260,821,Weekday
2026352035,2016-05-05,5,8.08,7.8,0.965346535,0,0,475,475,479,Weekday
2026352035,2016-04-27,4,9.08,8.47,0.932819383,0,0,286,286,586,Weekday
2026352035,2016-05-06,6,9.13,8.73,0.95618839,0,0,383,383,511,Weekday
2320127002,2016-04-23,7,1.15,1.02,0.886956522,0,0,242,242,1129,Weekend
2347167796,2016-04-28,5,7.5,6.8,0.906666667,0,0,229,229,764,Weekday
2347167796,2016-04-29,6,7.88,6.85,0.86928934,0,0,4,4,2,Weekday
2347167796,2016-04-26,3,8.17,7.27,0.889840881,0,0,227,227,732,Weekday
2347167796,2016-04-24,1,7.65,7.37,0.963398693,0,0,360,360,584,Weekend
2347167796,2016-04-19,3,8.57,7.75,0.904317386,0,7,382,389,648,Weekday
3977333714,2016-04-23,7,6.2,3.92,0.632258065,0,92,252,344,724,Weekend
3977333714,2016-04-27,4,9,5.82,0.646666667,0,10,176,186,714,Weekday
3977333714,2016-05-07,7,7.38,3.95,0.535230352,0,86,208,294,703,Weekend
3977333714,2016-04-21,5,8.53,5.53,0.648300117,0,0,242,242,712,Weekday
4020332650,2016-05-08,1,6.7,6.07,0.905970149,0,0,263,263,775,Weekend
4020332650,2016-05-03,3,5.53,5.37,0.971066908,0,0,174,174,950,Weekday
4020332650,2016-05-10,3,8.23,7.37,0.895504253,0,0,206,206,774,Weekday
4020332650,2016-05-06,6,6.8,6.42,0.944117647,0,0,177,177,855,Weekday
4319703577,2016-04-16,7,8.7,8.43,0.968965517,0,0,194,194,724,Weekend
4319703577,2016-05-12,5,5.35,5.03,0.940186916,0,0,2,2,0,Weekday
4319703577,2016-05-01,1,8.33,8.07,0.968787515,0,0,67,67,836,Weekend
4319703577,2016-05-08,1,10.63,10.03,0.943555974,0,0,153,153,603,Weekend
4319703577,2016-04-20,4,9.05,8.72,0.963535912,0,18,306,324,671,Weekday
4319703577,2016-05-02,2,8.43,7.97,0.945432977,0,11,344,355,585,Weekday
4319703577,2016-04-23,7,12.03,11.53,0.95843724,0,0,233,233,546,Weekend
4319703577,2016-04-25,2,8.43,8.13,0.964412811,0,8,390,398,544,Weekday
4319703577,2016-04-21,5,1.08,0.98,0.907407407,0,0,34,34,1265,Weekday
4319703577,2016-04-19,3,8.3,7.68,0.925301205,0,0,311,311,604,Weekday
4319703577,2016-04-15,6,8.18,7.75,0.947432763,0,0,228,228,752,Weekday
4388161847,2016-04-15,6,8.77,8.32,0.948688712,0,0,299,299,837,Weekday
4388161847,2016-04-17,1,10.68,10.32,0.966292135,0,0,201,201,721,Weekend
4445114986,2016-04-20,4,7.7,7.32,0.950649351,0,0,137,137,841,Weekday
4445114986,2016-05-06,6,6.7,6.23,0.929850746,0,0,229,229,809,Weekday
4445114986,2016-04-12,3,7.62,7.15,0.93832021,0,0,196,196,787,Weekday
4445114986,2016-04-29,6,1.8,1.77,0.983333333,0,0,226,226,1106,Weekday
4445114986,2016-04-19,3,7.07,6.47,0.915134371,0,0,121,121,895,Weekday
4445114986,2016-04-16,7,8.32,7.7,0.925480769,0,0,225,225,716,Weekend
4445114986,2016-05-10,3,7.1,6.75,0.950704225,0,0,231,231,783,Weekday
4445114986,2016-05-01,1,7.65,7.32,0.956862745,0,0,240,240,741,Weekend
4445114986,2016-04-15,6,6.32,5.62,0.889240506,0,0,350,350,711,Weekday
4445114986,2016-04-28,5,7.37,6.98,0.947082768,0,0,236,236,762,Weekday
4445114986,2016-05-04,4,6.05,5.62,0.92892562,0,0,180,180,897,Weekday
4445114986,2016-04-21,5,7.82,7.27,0.929667519,0,0,215,215,756,Weekday
4445114986,2016-05-12,5,8.35,8.05,0.964071856,0,0,58,58,380,Weekday
4445114986,2016-05-09,2,8.88,7.62,0.858108108,0,0,266,266,641,Weekday
4445114986,2016-05-08,1,6.52,6.02,0.923312883,0,8,308,316,733,Weekend
4445114986,2016-04-25,2,5.75,5.47,0.951304348,0,0,179,179,916,Weekday
4445114986,2016-04-14,5,8.2,7.35,0.896341463,0,0,231,231,717,Weekday
4445114986,2016-04-13,4,6.77,6.17,0.911373708,0,0,194,194,840,Weekday
4445114986,2016-04-17,1,1.78,1.63,0.915730337,0,0,114,114,1219,Weekend
4445114986,2016-04-30,7,5.88,5.37,0.913265306,0,0,290,290,797,Weekend
4445114986,2016-04-22,6,6.95,6.47,0.930935252,0,0,317,317,706,Weekday
4558609924,2016-05-01,1,2.15,1.92,0.893023256,0,0,190,190,1121,Weekend
4702921684,2016-05-12,5,7.37,6.73,0.913161465,0,0,68,68,241,Weekday
4702921684,2016-05-09,2,7.63,7.25,0.950196592,0,12,253,265,746,Weekday
4702921684,2016-04-14,5,6.92,6.4,0.924855491,0,0,271,271,772,Weekday
4702921684,2016-04-13,4,7.17,6.67,0.930264993,0,0,258,258,777,Weekday
4702921684,2016-05-03,3,6.22,5.45,0.876205788,0,0,313,313,729,Weekday
4702921684,2016-04-12,3,7.32,7.08,0.967213115,0,0,263,263,718,Weekday
5553957443,2016-04-23,7,12.08,10.52,0.870860927,0,0,272,272,443,Weekend
5553957443,2016-04-24,1,10.67,9.22,0.864104967,0,0,104,104,582,Weekend
5553957443,2016-04-16,7,11.43,10.85,0.949256343,0,0,288,288,521,Weekend
5553957443,2016-04-13,4,8.13,7.58,0.932349323,0,0,226,226,647,Weekday
5553957443,2016-04-18,2,9.02,8.67,0.961197339,0,0,206,206,622,Weekday
5553957443,2016-05-04,4,7.83,7.45,0.95146871,0,0,224,224,651,Weekday
5553957443,2016-05-11,4,8.1,7.72,0.95308642,0,0,195,195,628,Weekday
5553957443,2016-04-20,4,11.3,10.97,0.97079646,0,0,148,148,598,Weekday
5553957443,2016-04-17,1,6.7,5.83,0.870149254,0,0,46,46,943,Weekend
5553957443,2016-05-07,7,7.83,7.37,0.941251596,0,0,96,96,902,Weekend
5553957443,2016-04-30,7,14.05,12.92,0.919572954,0,0,84,84,506,Weekend
5553957443,2016-05-01,1,11.43,10.37,0.907261592,0,0,237,237,436,Weekend
6117666160,2016-04-23,7,8.98,8.2,0.913140312,0,0,512,512,468,Weekend
6117666160,2016-04-22,6,9.1,8,0.879120879,0,0,402,402,413,Weekday
6117666160,2016-05-09,2,8.7,8.2,0.942528736,0,0,197,197,125,Weekday
6117666160,2016-04-29,6,10.6,10,0.943396226,0,0,461,461,479,Weekday
6117666160,2016-04-24,1,6.12,5.88,0.960784314,0,0,362,362,711,Weekend
6117666160,2016-05-06,6,11.63,10.97,0.943250215,0,0,133,133,673,Weekday
6117666160,2016-04-27,4,9.28,9.03,0.973060345,0,0,458,458,417,Weekday
6117666160,2016-05-08,1,10.05,9.25,0.92039801,0,0,318,318,517,Weekend
6117666160,2016-04-19,3,8.2,7.75,0.945121951,0,0,480,480,425,Weekday
6117666160,2016-05-05,5,6.92,6.53,0.943641618,0,0,487,487,479,Weekday
6117666160,2016-04-28,5,6.93,6.55,0.945165945,0,0,141,141,758,Weekday
6117666160,2016-04-17,1,5.83,5.6,0.960548885,0,0,312,312,702,Weekend
6117666160,2016-05-01,1,9.58,8.45,0.882045929,0,0,397,397,525,Weekend
6117666160,2016-04-18,2,8.5,8.22,0.967058824,0,0,241,241,759,Weekday
6117666160,2016-05-07,7,8.45,8.3,0.982248521,0,0,412,412,456,Weekend
6775888955,2016-04-15,6,6.77,6.52,0.963072378,0,0,58,58,976,Weekday
6962181067,2016-05-07,7,5.57,4.97,0.892280072,0,0,328,328,745,Weekend
6962181067,2016-04-24,1,8.57,8.52,0.994165694,0,0,199,199,720,Weekend
6962181067,2016-05-08,1,9.48,9.02,0.951476793,0,14,151,165,709,Weekend
6962181067,2016-04-15,6,6.43,6.17,0.959564541,0,0,217,217,837,Weekday
6962181067,2016-05-06,6,7.7,7.38,0.958441558,0,0,299,299,717,Weekday
6962181067,2016-05-01,1,7.1,6.85,0.964788732,0,0,215,215,722,Weekend
6962181067,2016-04-14,5,8.92,8.47,0.94955157,0,0,86,86,862,Weekday
6962181067,2016-05-12,5,8.92,8.6,0.964125561,0,8,105,113,127,Weekday
7007744171,2016-05-01,1,1.02,0.97,0.950980392,0,0,237,237,1142,Weekend
7007744171,2016-04-16,7,1.37,1.32,0.96350365,0,0,203,203,1155,Weekend
7086361926,2016-04-24,1,11.73,11.35,0.967604433,0,0,125,125,566,Weekend
8378563200,2016-04-30,7,9.25,7.8,0.843243243,0,0,121,121,780,Weekend
8378563200,2016-05-08,1,10.1,9.08,0.899009901,0,0,139,139,621,Weekend
8378563200,2016-04-24,1,8.2,7.63,0.930487805,0,0,135,135,734,Weekend
8378563200,2016-04-17,1,9.85,8.75,0.888324873,0,0,93,93,599,Weekend
8378563200,2016-05-07,7,8.55,7.65,0.894736842,0,0,158,158,851,Weekend
8792009665,2016-05-02,2,7.05,6.92,0.981560284,0,0,101,101,916,Weekday
8792009665,2016-04-13,4,9.2,8.85,0.961956522,0,0,82,82,806,Weekday
8792009665,2016-04-20,4,9.12,8.8,0.964912281,0,10,139,149,744,Weekday
8792009665,2016-04-28,5,6.93,6.7,0.966810967,0,0,310,310,714,Weekday
8792009665,2016-05-01,1,8.78,8.38,0.954441913,0,0,79,79,834,Weekend
8792009665,2016-04-15,6,6.28,6.05,0.963375796,0,0,126,126,937,Weekday
8792009665,2016-04-12,3,8.22,7.63,0.928223844,0,0,116,116,831,Weekday
8792009665,2016-04-14,5,8.38,8.1,0.966587112,0,0,84,84,853,Weekday
8792009665,2016-04-27,4,7.13,7.05,0.988779804,0,0,112,112,900,Weekday
8792009665,2016-05-04,4,7.72,7.32,0.948186528,0,0,129,129,848,Weekday
8792009665,2016-05-03,3,9.08,8.6,0.947136564,0,0,156,156,739,Weekday
4319703577,2016-05-09,2,9.42,8.92,0.946921444,2,14,374,390,490,Weekday
8792009665,2016-04-29,6,6.77,6.63,0.979320532,6,14,380,400,634,Weekday
1503960366,2016-04-29,6,5.9,5.68,0.962711864,16,12,243,271,815,Weekday
4702921684,2016-04-29,6,7.45,7.22,0.969127517,12,19,267,298,692,Weekday
5553957443,2016-05-02,2,7.85,6.82,0.868789809,23,9,227,259,724,Weekday
4319703577,2016-04-24,1,8.35,7.78,0.931736527,1,5,191,197,692,Weekend
4319703577,2016-04-22,6,9.17,8.88,0.968375136,1,19,176,196,709,Weekday
2347167796,2016-04-17,1,10.03,9.27,0.924227318,1,7,249,257,508,Weekend
4702921684,2016-05-06,6,7.48,6.73,0.89973262,1,16,207,224,682,Weekday
4702921684,2016-05-10,3,7.18,6.93,0.965181058,1,37,262,300,701,Weekday
3977333714,2016-04-20,4,5.08,2.53,0.498031496,2,98,164,264,845,Weekday
4319703577,2016-05-11,4,9.3,8.82,0.948387097,3,18,311,332,574,Weekday
3977333714,2016-05-08,1,7.6,4.32,0.568421053,9,116,171,296,688,Weekend
4388161847,2016-05-09,2,1.08,1.03,0.953703704,6,19,258,283,1020,Weekday
4702921684,2016-05-04,4,7.23,6.87,0.950207469,4,15,251,270,757,Weekday
4388161847,2016-05-04,4,6.9,6.5,0.942028986,35,21,251,307,632,Weekday
5553957443,2016-04-29,6,8.25,7.5,0.909090909,46,15,270,331,709,Weekday
7086361926,2016-04-28,5,6.12,5.9,0.964052288,54,48,161,263,810,Weekday
1644430081,2016-04-30,7,2.37,2.07,0.873417722,9,71,402,482,816,Weekend
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
4388161847,2016-05-05,5,8.25,7.85,0.951515152,12,39,199,250,896,Weekday
8378563200,2016-05-02,2,6.42,5.85,0.911214953,63,4,142,209,802,Weekday
1644430081,2016-05-02,2,16.02,13.27,0.828339576,1,7,148,156,682,Weekday
2347167796,2016-04-15,6,8.4,7.53,0.896428571,1,24,284,309,720,Weekday
3977333714,2016-05-10,3,7.53,5.2,0.690571049,1,115,196,312,676,Weekday
4319703577,2016-04-18,2,9.18,8.58,0.934640523,1,9,58,68,824,Weekday
4702921684,2016-04-15,6,4.28,4.22,0.985981308,1,8,256,265,944,Weekday
4702921684,2016-04-26,3,7.15,7.02,0.981818182,1,8,216,225,765,Weekday
4388161847,2016-05-11,4,8.23,7.82,0.95018226,8,18,256,282,858,Weekday
3977333714,2016-04-13,4,7.6,4.92,0.647368421,31,46,153,230,754,Weekday
3977333714,2016-04-16,7,8.5,4.72,0.555294118,31,83,153,267,663,Weekend
6117666160,2016-04-20,4,8.37,7.9,0.943847073,26,10,349,385,587,Weekday
7086361926,2016-04-14,5,7.93,7.87,0.992433796,35,32,189,256,787,Weekday
4319703577,2016-05-10,3,8.62,8.12,0.94199536,3,12,329,344,555,Weekday
4388161847,2016-04-16,7,7.47,7.1,0.950468541,6,9,253,268,609,Weekend
4319703577,2016-04-28,5,8.7,8.28,0.951724138,13,8,359,380,552,Weekday
4388161847,2016-05-01,1,9.95,9.12,0.916582915,12,15,241,268,579,Weekend
6962181067,2016-04-17,1,7.43,7.12,0.958277254,5,13,295,313,634,Weekend
8378563200,2016-04-27,4,10,8.85,0.885,4,4,192,200,676,Weekday
8792009665,2016-04-30,7,6,5.72,0.953333333,10,20,301,331,749,Weekend
3977333714,2016-04-28,5,7.05,4.35,0.617021277,15,8,190,213,804,Weekday
4388161847,2016-04-19,3,5.63,5.48,0.973357016,20,16,249,285,704,Weekday
5553957443,2016-04-12,3,7.73,7.35,0.95084088,19,13,277,309,767,Weekday
4388161847,2016-04-21,5,7.63,7.37,0.965923984,7,12,272,291,853,Weekday
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4702921684,2016-05-07,7,9.05,8.67,0.95801105,5,46,439,490,577,Weekend
4020332650,2016-04-12,3,9.02,8.35,0.925720621,4,15,331,350,712,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday
8378563200,2016-04-18,2,7.52,6.63,0.881648936,117,10,174,301,720,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday
8378563200,2016-04-25,2,6.7,6.47,0.965671642,117,16,141,274,692,Weekday